dim,ga_mean,ga_std,gb_mean,gb_std,ga_minus_b_mean,ga_minus_b_std,count
29,2.1135970751373634e-09,8.684663654889846e-09,4.918441653956052e-09,1.9247838878300172e-08,-2.804844800863293e-09,2.0102058684301483e-08,50
30,1.0484298762492017e-08,4.5088295763662245e-08,9.673435386048368e-09,4.064307290718716e-08,8.108631543990441e-10,5.8170346761698966e-08,50
31,2.3665398529715276e-08,7.69599992622716e-08,4.2556878021571265e-09,1.672534288843508e-08,1.940970761893368e-08,7.327869155915323e-08,50
32,2.7570601357496116e-09,1.0422961160827526e-08,3.182715957450455e-08,1.06672949584663e-07,-2.9070097440353493e-08,1.0451423548829553e-07,50
33,9.474916851104354e-09,3.33128404861327e-08,4.020309418706347e-09,1.2812819250029861e-08,5.454605656041167e-09,3.170208628944238e-08,50
34,1.317532216660311e-08,4.287742072506262e-08,8.109384275201137e-09,2.653892394732793e-08,5.065936115045133e-09,4.524197194655244e-08,50
35,7.385951850125139e-09,2.878126892369437e-08,1.56937829398629e-09,5.753276521858197e-09,5.816573445116546e-09,2.8154286013659657e-08,50
36,1.0266908212486214e-08,4.1523847471580666e-08,1.0099395097995512e-08,5.4333799681671735e-08,1.6751161568961948e-10,6.628437176914304e-08,50
37,2.3488956557571328e-08,6.76680258493434e-08,3.777235857427286e-09,1.2864591170114181e-08,1.971172203241167e-08,6.446415312666431e-08,50
38,1.9885653124163127e-09,7.2770665049404215e-09,6.002995434073455e-09,2.2840824343006716e-08,-4.014429677567932e-09,2.2934502297289328e-08,50
39,8.796216199868923e-09,2.862677561665805e-08,1.2224250056647179e-08,3.800838399570239e-08,-3.4280338567782564e-09,3.8841292848701414e-08,50
40,6.988378764560821e-09,2.3884430433440684e-08,8.685735686242424e-09,4.808608977668882e-08,-1.697357587815418e-09,5.27449337539565e-08,50
41,1.2144178995754373e-08,5.2385630056051014e-08,2.7072402986050292e-08,1.0225899416127504e-07,-1.492822576665276e-08,1.0638278524766065e-07,50
42,8.342934343374964e-09,2.913725438702386e-08,1.908290414576186e-08,8.924514816044393e-08,-1.0739975131457413e-08,9.3260936750994e-08,50
43,7.643782495847518e-09,2.762816997403661e-08,4.544184584176492e-09,2.0923980770248818e-08,3.0995987998494456e-09,3.394898584474504e-08,50
44,5.7421272181557015e-09,2.33462795762307e-08,3.51644011686858e-08,1.856006122125109e-07,-2.9422272618262468e-08,1.8635763865404442e-07,50
45,4.1479450985093536e-09,1.5654055829372737e-08,3.702037076891429e-07,7.242499577841954e-07,-3.66055729728032e-07,7.14379950750299e-07,50
46,6.552204556697916e-09,2.1735532484967734e-08,1.6739066666104918e-07,4.501607406837138e-07,-1.6083843945580156e-07,4.3789722781184537e-07,50
47,8.839808884886224e-09,3.469305553949198e-08,1.8692688286137127e-08,6.080558989651763e-08,-9.852877624894063e-09,6.237709726519824e-08,50
48,1.4547371307571666e-08,5.331381558448811e-08,1.303042562739165e-09,6.071354530234885e-09,1.3244328300743291e-08,5.279109061007148e-08,50
49,1.6588280971063796e-08,5.517259893395021e-08,9.506387677049588e-09,3.370643142375229e-08,7.081892849924998e-09,5.9095416560239755e-08,50
50,1.800983184807592e-08,6.819161768589765e-08,9.736567108120653e-09,4.592628144450828e-08,8.273263851776846e-09,7.861385142859945e-08,50
